"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"30","Feedback","~1","",4.23736394658797,0.0500805723684931,84.61093286653,0,4.13920782842057,4.33552006475537,4.23736394658797,4.83583438218248,4.83583438218248
"31","ClearOrganization","~1","",4.00622339196544,0.0610603045873743,65.6109303587362,0,3.88654739408914,4.12589938984174,4.00622339196544,3.73247400110244,3.73247400110244
"32","ClearPresentation","~1","",4.23601993527218,0.0521583547527985,81.2146003329389,0,4.13379143846383,4.33824843208053,4.23601993527218,4.62013519150428,4.62013519150428
"33","InclusvClassrm","~1","",4.61519447408432,0.0389470946008127,118.4990696068,0,4.53885957136425,4.69152937680439,4.61519447408432,6.79470246656627,6.79470246656627
"34","EquitableEval","~1","",4.57314819842531,0.0360513916414336,126.850809086921,0,4.50248876921555,4.64380762763507,4.57314819842531,7.22447360420747,7.22447360420747
"35","MultPerspectives","~1","",4.39281626472381,0.0476592092441172,92.1714047378165,0,4.29940593107368,4.48622659837394,4.39281626472381,5.26487344471464,5.26487344471464
"36","DEIintegration","~1","",4.50781408608802,0.0439904353491468,102.47259547013,0,4.42159441713945,4.59403375503658,4.50781408608802,6.07530157149937,6.07530157149937
"37","CTR","~1","",0,0,NA,NA,0,0,0,0,0
"38","TradPed","~1","",0,0,NA,NA,0,0,0,0,0
"39","SRPed","~1","",0,0,NA,NA,0,0,0,0,0
