"","lhs","op","rhs","exo","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"28","REMS","=~","Exot35",0,1.10328149759049,0.168207816433336,6.55903822417044,0.0000000000541560130074004,0.773600235463032,1.43296275971796,0.310988124125665,0.643489355415669,0.643489355415669
"29","REMS","=~","Exot42",0,0.999700248834888,0.166669686064888,5.9980928292244,0.00000000199648386711715,0.67303366683311,1.32636683083667,0.281791098420575,0.568271034375344,0.568271034375344
"30","REMS","=~","Exot23",0,0.861949173858724,0.154210776425379,5.58942243751567,0.0000000227826100207551,0.559701606037023,1.16419674168042,0.242962432756654,0.51794571607645,0.51794571607645
"31","REMS","=~","Exot13",0,0.760531136137594,0.149732032827417,5.07928144550198,0.000000378865092409697,0.467061744463887,1.0540005278113,0.214375163440273,0.459368328986251,0.459368328986251
"32","REMS","=~","Exot20",0,0.804928988597935,0.158234692152677,5.08693117575808,0.00000036390381619178,0.494794690873905,1.11506328632196,0.22688983433977,0.460216239470667,0.460216239470667
"33","REMS","=~","Exot43",0,0.671244771297681,0.138673998853095,4.84045153993698,0.00000129544444038565,0.399448727953467,0.943040814641896,0.189207516586586,0.433315733917171,0.433315733917171
"34","REMS","=~","mEnv37",0,1.05158599746726,0.163990482966238,6.41248186142456,0.000000000143169476274352,0.7301705570461,1.37300143788841,0.29641642447859,0.623060613448905,0.623060613448905
"35","REMS","=~","mEnv24",0,1.2475248519364,0.178170965089258,7.00184146901503,0.00000000000252620147023208,0.898316177270708,1.59673352660209,0.351646804873592,0.709143247652094,0.709143247652094
"36","REMS","=~","mEnv19",0,1.18590694094787,0.175502165476945,6.75722113014985,0.0000000000140663036773958,0.841929017404267,1.52988486449147,0.334278219800141,0.672100774294668,0.672100774294668
"37","REMS","=~","mEnv28",0,0.931238765350604,0.164200653716404,5.67134627221994,0.0000000141679701304298,0.60941139782852,1.25306613287269,0.262493477305624,0.527770727504097,0.527770727504097
"38","REMS","=~","mEnv18",0,1.06799849198291,0.17066340442908,6.25792328212181,0.000000000390137699923798,0.733504365822921,1.4024926181429,0.301042706069276,0.602135866450368,0.602135866450368
"39","REMS","=~","mEnv41",0,0.9722651941218,0.165885038422055,5.86107827065212,0.00000000459871141167412,0.647136493240529,1.29739389500307,0.274057826160376,0.551021824465006,0.551021824465006
"40","REMS","=~","mEnv12",0,0.870212843600574,0.161960054654111,5.37300907596652,0.0000000774334298903057,0.552776969544377,1.18764871765677,0.245291759548615,0.492571214294235,0.492571214294235
"41","REMS","=~","mWork25",0,1.1111998625562,0.171985182895258,6.46102090802173,0.000000000103999031608737,0.774115098206962,1.44828462690544,0.31322011792979,0.629761152204042,0.629761152204042
"42","REMS","=~","mWork15",0,1.14556808440772,0.169792665739507,6.74686435611554,0.0000000000151074708298893,0.812780574719237,1.4783555940962,0.322907680774341,0.67057590597865,0.67057590597865
"43","REMS","=~","mWork1",0,1.06537855071963,0.170192357383107,6.25984954378086,0.000000000385349085973985,0.731807659804773,1.39894944163449,0.300304208577415,0.60239292143774,0.60239292143774
"44","REMS","=~","mWork16",0,0.931606140938995,0.164845187935074,5.65140027809556,0.0000000159146005263011,0.608515509561513,1.25469677231648,0.262597031516705,0.525367080663947,0.525367080663947
"45","REMS","=~","mWork44",0,0.951669715865596,0.164855203505693,5.77276116026711,0.00000000779829423258604,0.628559454330416,1.27477997740078,0.268252463555858,0.540110146470213,0.540110146470213
"46","CMI","=~","cmi1",0,1,0,NA,NA,1,1,0.870557824402958,0.698304071169256,0.698304071169256
"47","CMI","=~","cmi2",0,0.83278328893246,0.0966966694847548,8.61232649862627,0,0.643261299317367,1.02230527854755,0.724986008212182,0.639347778647478,0.639347778647478
"48","CMI","=~","cmi3",0,0.887025983722053,0.0919181500177265,9.65017228426583,0,0.70686972016176,1.06718224728235,0.772207410577964,0.701857822120564,0.701857822120564
"49","CMI","=~","cmi4",0,0.862555069498406,0.0958261941424057,9.00124519415408,0,0.674739180203747,1.05037095879306,0.750904064730274,0.663222416071145,0.663222416071145
"50","CMI","=~","cmi5",0,0.845247463446019,0.0987180374435897,8.56223933674753,0,0.651763665432107,1.03873126145993,0.735836792859686,0.636234067318021,0.636234067318021
"51","CMI","=~","cmi6",0,0.805927294588741,0.0920958819050407,8.75095908652817,0,0.625422682930407,0.986431906247075,0.701606312204136,0.647919659157328,0.647919659157328
"52","CMI","=~","cmi7",0,0.883648837102044,0.102492547004989,8.62159115880914,0,0.682767136288487,1.0845305379156,0.76926740916376,0.639922751222394,0.639922751222394
"53","CMI","=~","cmi8",0,0.954860400744319,0.103644392763024,9.21285151361291,0,0.751721123729267,1.15799967775937,0.831261193080511,0.675986183975919,0.675986183975919
"54","CMI","=~","cmi9",0,0.84009829145041,0.100942930099508,8.32250748638119,0,0.64225378396143,1.03794279893939,0.731354140889711,0.621208267190045,0.621208267190045
"55","CMI","=~","cmi10",0,0.874708983201523,0.0954674958265478,9.16237485469146,0,0.687596129687262,1.06182183671579,0.761484749401642,0.672956018178235,0.672956018178235
"56","CMI","=~","cmi11",0,0.872601955842772,0.0889398846209064,9.81114333082524,0,0.698282985196648,1.0469209264889,0.75965046024825,0.711208538549366,0.711208538549366
"57","CMI","=~","cmi12",0,0.960430991391282,0.106025545788863,9.05848665286629,0,0.752624740203907,1.16823724257866,0.83611071435477,0.666690889457848,0.666690889457848
"58","CMI","=~","cmi13",0,0.939695013626551,0.108489543956055,8.66161824781185,0,0.727059414773508,1.15233061247959,0.818058846665038,0.642403372445056,0.642403372445056
"59","CMI","=~","cmi14",0,0.896818484396545,0.103316776405107,8.68027938541273,0,0.694321323643758,1.09931564514933,0.780732348660614,0.643557929534764,0.643557929534764
"60","CMI","=~","cmi15",0,0.762136173445252,0.0921704881255412,8.26876572908219,0.000000000000000222044604925031,0.581485336281715,0.942787010608789,0.663483609053294,0.617812098921638,0.617812098921638
"61","CMI","=~","cmi16",0,0.855828751841309,0.105936261908838,8.07871390230643,0.000000000000000666133814775094,0.648197493843183,1.06346000983943,0.745048416264469,0.605720705369038,0.605720705369038
"62","CMI","=~","cmi17",0,0.969961147518441,0.109759821484804,8.83712395298243,0,0.754835850458679,1.1850864445782,0.844407266339051,0.653213011877535,0.653213011877535
"63","CMI","=~","cmi18",0,0.91885250309571,0.103100946423029,8.91216361220983,0,0.716778361334581,1.12092664485684,0.799914236042214,0.657801414682837,0.657801414682837
"64","CMI","=~","cmi19",0,0.828650116340024,0.0986606836498349,8.39899021256591,0,0.635278729696248,1.0220215029838,0.72138784247223,0.626024022080074,0.626024022080074
"65","CMI","=~","cmi20",0,0.736308872639207,0.0901854893601131,8.16438296075665,0.000000000000000222044604925031,0.559548561565265,0.913069183713149,0.640999450253383,0.61118675507617,0.61118675507617
"66","CMI","=~","cmi21",0,0.716462776960188,0.0838216381906345,8.54746808134132,0,0.552175384981398,0.880750168938979,0.623722276376163,0.635314105273742,0.635314105273742
"67","CMI","=~","cmi22",0,0.872623454133884,0.0950754313228062,9.17822240712322,0,0.686279032926573,1.0589678753412,0.759669175753789,0.673908342600821,0.673908342600821
"68","CMI","=~","cmi23",0,0.855353368325663,0.110966699463889,7.70819869797076,0.0000000000000126565424807268,0.63786263389316,1.07284410275817,0.744634567425331,0.581786262458875,0.581786262458875
"69","CMI","=~","cmi24",0,0.839218199797801,0.0973678078225472,8.61905201077626,0,0.648380803211992,1.03005559638361,0.730587970215341,0.63976519979613,0.63976519979613
"70","CMI","=~","cmi25",0,0.927720962438833,0.106562539867465,8.70588260745908,0,0.718862222197487,1.13657970268018,0.807634742713769,0.645139981925816,0.645139981925816
"71","CMI","=~","cmi26",0,0.714670567767816,0.0987552048632323,7.23678887363532,0.00000000000045941028758989,0.521113922950006,0.908227212585626,0.622162054640777,0.550652229476603,0.550652229476603
"72","CMI","=~","cmi27",0,0.905926530976571,0.094972632317841,9.53881669768554,0,0.719783592116638,1.0920694698365,0.788661429875883,0.69533499312729,0.69533499312729
"73","CMI","=~","cmi28",0,0.877563321281622,0.0940250242967148,9.33329534180491,0,0.693277660014557,1.06184898254869,0.763969615750763,0.683179790278402,0.683179790278402
"74","CMI","=~","cmi29",0,0.691700815601195,0.0969728103664155,7.13293564440978,0.000000000000982547376793264,0.501637599803388,0.881764031399002,0.602165557167528,0.543692105932047,0.543692105932047
"75","CMI","=~","cmi30",0,0.874207118099972,0.0973530644068339,8.9797596349582,0,0.68339861807797,1.06501561812197,0.761047846810692,0.661917512323422,0.661917512323422
"76","CMI","=~","cmi31",0,0.890052885491939,0.0991107714164517,8.98038500529919,0,0.695799343035712,1.08430642794817,0.774842503597437,0.661955516794118,0.661955516794118
"77","CMI","=~","cmi32",0,0.8,0,NA,NA,0.8,0.8,0.696446259522366,0.648022731828033,0.648022731828033
"78","CMI","=~","cmi33",0,0.964668742050832,0.100379637413138,9.61020349257181,0,0.767928267939892,1.16140921616177,0.839799921349311,0.699521690950586,0.699521690950586
"79","CMI","=~","cmi34",0,0.913495364873455,0.103641173743736,8.81401987140912,0,0.710362397020274,1.11662833272664,0.795250537446422,0.65179625022653,0.65179625022653
"80","CMI","=~","cmi35",0,0.826675716814097,0.102498152363149,8.0652743269479,0.000000000000000666133814775094,0.625783029700426,1.02756840392777,0.719669013516436,0.604860877098691,0.604860877098691
"81","CMI","=~","cmi36",0,0.741851029198625,0.0972975926370442,7.62455687846258,0.0000000000000244249065417534,0.551151251847569,0.932550806549681,0.645824218010251,0.576317553679747,0.576317553679747
"82","CMI","=~","cmi37",0,0.873010940555004,0.113814594855968,7.67046565214066,0.0000000000000170974345792274,0.64993843372229,1.09608344738772,0.760006505089544,0.579322159663039,0.579322159663039
"83","CMI","=~","cmi38",0,0.995175646142277,0.109554286139797,9.08385861665316,0,0.78045319095628,1.20989810132827,0.866357945404428,0.66822453536026,0.66822453536026
"84","CMI","=~","cmi39",0,0.868093062671906,0.0950928543110566,9.12889900046854,0,0.68171449303512,1.05447163230869,0.755725208018955,0.670941412672911,0.670941412672911
"85","CMI","=~","cmi40",0,1.04047068555881,0.10530801359002,9.88026124592493,0,0.834070771638919,1.24687059947871,0.905789896375135,0.715195112950649,0.715195112950649
"86","CMI","=~","cmi41",0,0.888254614442993,0.097149225987891,9.14319805855899,0,0.697845630380784,1.0786635985052,0.773277004665381,0.671802431462066,0.671802431462066
"87","CMI","=~","cmi42",0,0.9529156501337,0.102840428846465,9.26596340390951,0,0.751352113439976,1.15447918682742,0.829568175219925,0.679164722725169,0.679164722725169
"88","CMI","=~","cmi43",0,1.06250917720368,0.102262260302944,10.3900419769335,0,0.862078830032254,1.26293952437511,0.924975677714615,0.744070889174127,0.744070889174127
"89","CMI","=~","cmi44",0,0.775628553686339,0.0889982268869065,8.71510119715036,0,0.601195234300078,0.9500618730726,0.675229506241992,0.64570903998708,0.64570903998708
"90","CMI","=~","cmi45",0,0.813011596571469,0.0893351141469106,9.10069466340504,0,0.63791799028875,0.988105202854189,0.707773606725634,0.669240948058279,0.669240948058279
"91","CMI","=~","cmi46",0,0.816883399635009,0.105946856921668,7.71031273007915,0.0000000000000126565424807268,0.609231375793322,1.0245354234767,0.711144235177146,0.581924171374189,0.581924171374189
"92","CMI","=~","cmi47",0,1.00395601708337,0.126357577873565,7.94535661397326,0.00000000000000199840144432528,0.75629971527747,1.25161231888928,0.87400176602836,0.597160997963284,0.597160997963284
"93","PWB","=~","pwb1",0,1,0,NA,NA,1,1,0.515563020198684,0.619133205472741,0.619133205472741
"94","PWB","=~","pwb2",0,1.06968816032048,0.158424997317906,6.75201627539861,0.0000000000145805589824022,0.759180871326529,1.38019544931443,0.5514916586056,0.697198142456827,0.697198142456827
"95","PWB","=~","pwb3",0,0.551902560404417,0.134254824430316,4.11085830804448,0.0000394191055055337,0.28876793977025,0.815037181038585,0.284540550897488,0.379567639693557,0.379567639693557
"96","PWB","=~","pwb4",0,0.607291641239152,0.127415141615304,4.76624389801887,0.00000187692036912601,0.357562552588086,0.857020729890219,0.313097112698673,0.448801520458739,0.448801520458739
"97","PWB","=~","pwb5",0,0.931277963333941,0.15439435641473,6.03181349992071,0.00000000162129820679979,0.628670585344828,1.23388534132305,0.480132479420926,0.597639063550291,0.597639063550291
"98","PWB","=~","pwb6",0,0.721885547963673,0.131830783810474,5.47584962402626,0.0000000435417339961219,0.463501959641458,0.980269136285889,0.372177493345933,0.529236966351439,0.529236966351439
"99","PWB","=~","pwb7",0,0.55042467385362,0.136427737930493,4.03455105393633,0.0000547067947525015,0.283031221017585,0.817818126689655,0.283778607243848,0.371762750791081,0.371762750791081
"100","PWB","=~","pwb8",0,0.707877871839194,0.137142530805,5.16162176448172,0.000000244819564843013,0.439083450712719,0.97667229296567,0.364955653537232,0.492803090899584,0.492803090899584
"101","PWB","=~","pwb9",0,0.641830336387529,0.126082691329349,5.09055073000435,0.000000357025035313541,0.394712802308125,0.888947870466933,0.330903986683092,0.484751295049338,0.484751295049338
"102","PWB","=~","pwb10",0,1.00592461441866,0.167180567095262,6.01699486905955,0.00000000177684711388792,0.678256723996962,1.33359250484035,0.518617532301879,0.59573896546154,0.59573896546154
"103","PWB","=~","pwb11",0,0.573370929052115,0.147445506797841,3.88869719738731,0.000100783764592105,0.284383046046091,0.862358812058138,0.295608847876234,0.356976055067375,0.356976055067375
"104","REMS","~~","CMI",0,0.147502471074627,0.0304723268489713,4.84053849270152,0.00000129487770750281,0.0877778079255108,0.207227134223744,0.601096505318495,0.601096505318495,0.601096505318495
"105","REMS","~~","PWB",0,-0.0812275583452374,0.0194468023721956,-4.17691077384394,0.0000295494869646529,-0.119342590609209,-0.043112526081266,-0.55893868637063,-0.55893868637063,-0.55893868637063
"106","CMI","~~","PWB",0,-0.254852839767289,0.0549096837747324,-4.6413095513867,0.00000346208023938033,-0.362473842368248,-0.14723183716633,-0.567819227893994,-0.567819227893994,-0.567819227893994
"107","Inf32","~~","Inf32",0,0.16360268123228,0.0189070069769654,8.65301850428249,0,0.12654562850198,0.200659733962579,0.16360268123228,0.673105475609513,0.673105475609513
"108","Inf38","~~","Inf38",0,0.154381049728124,0.0179139989012083,8.61789992170372,0,0.119270257062665,0.189491842393582,0.154381049728124,0.632494266026175,0.632494266026175
"109","Inf21","~~","Inf21",0,0.138927777190881,0.0160362590955183,8.66335323989046,0,0.107497286916913,0.17035826746485,0.138927777190881,0.686069690018137,0.686069690018137
"110","Inf17","~~","Inf17",0,0.170281899409481,0.0196398710928871,8.67021471801569,0,0.131788459406413,0.208775339412549,0.170281899409481,0.694956566606155,0.694956566606155
"111","Inf9","~~","Inf9",0,0.147136769079456,0.0170517703335598,8.62882657936544,0,0.11371591335303,0.180557624805881,0.147136769079456,0.644594277957641,0.644594277957641
"112","Inf36","~~","Inf36",0,0.166168020392312,0.0192180721156168,8.6464458761856,0,0.12850129119341,0.203834749591214,0.166168020392312,0.665112601338132,0.665112601338132
"113","Inf5","~~","Inf5",0,0.154713700978908,0.0178316525913329,8.67635235637706,0,0.119764304115065,0.189663097842751,0.154713700978908,0.703103448743437,0.703103448743437
"114","Inf22","~~","Inf22",0,0.179079664349379,0.0206168203472795,8.68609520444353,0,0.138671438992978,0.219487889705779,0.179079664349379,0.716435748922347,0.716435748922347
"115","SClass6","~~","SClass6",0,0.139771357231653,0.0163340566380623,8.55705109445696,0,0.107757194499613,0.171785519963692,0.139771357231653,0.572638565395539,0.572638565395539
"116","SClass31","~~","SClass31",0,0.164261114370548,0.0190124759544155,8.63964876349517,0,0.126997346242959,0.201524882498136,0.164261114370548,0.657044115087149,0.657044115087149
"117","SClass8","~~","SClass8",0,0.136313028969961,0.0157392295149632,8.66071803834931,0,0.105464705976224,0.167161351963699,0.136313028969961,0.682716774374286,0.682716774374286
"118","SClass40","~~","SClass40",0,0.157777171028907,0.0182764153134377,8.63282915840182,0,0.121956055248072,0.193598286809741,0.157777171028907,0.649143434816843,0.649143434816843
"119","SClass2","~~","SClass2",0,0.169443069477727,0.0195393887769337,8.67187154174213,0,0.13114657119501,0.207739567760443,0.169443069477727,0.697137100082555,0.697137100082555
"120","SClass34","~~","SClass34",0,0.161967845765937,0.0186834062097546,8.66907479008692,0,0.125349042486286,0.198586649045588,0.161967845765937,0.6934642256383,0.6934642256383
"121","SClass11","~~","SClass11",0,0.189852582489078,0.0217823610130092,8.71588632543972,0,0.147159939405331,0.232545225572826,0.189852582489078,0.760534834194571,0.760534834194571
"122","mInv27","~~","mInv27",0,0.155241665413918,0.0179965423471205,8.62619398880015,0,0.119969090567312,0.190514240260524,0.155241665413918,0.641636816106945,0.641636816106945
"123","mInv30","~~","mInv30",0,0.143075763888594,0.0165605051295962,8.63957728154648,0,0.110617770268794,0.175533757508393,0.143075763888594,0.656960303518059,0.656960303518059
"124","mInv39","~~","mInv39",0,0.145247776014135,0.0169505754873825,8.56889939354877,0,0.112025258541637,0.178470293486632,0.145247776014135,0.583387964034519,0.583387964034519
"125","mInv7","~~","mInv7",0,0.162404980919945,0.0187307425351006,8.67050415196327,0,0.125693400147455,0.199116561692435,0.162404980919945,0.695336503919403,0.695336503919403
"126","mInv26","~~","mInv26",0,0.149679492467773,0.0174330332714544,8.58596952905862,0,0.115511375114433,0.183847609821112,0.149679492467773,0.599604746054694,0.599604746054694
"127","mInv33","~~","mInv33",0,0.135514861410942,0.0157945679628435,8.57983971006605,0,0.104558077052398,0.166471645769485,0.135514861410942,0.593678563207951,0.593678563207951
"128","mInv4","~~","mInv4",0,0.166500860407353,0.0190624614846226,8.73448901348162,0,0.12913912244081,0.203862598373895,0.166500860407353,0.790937571782732,0.790937571782732
"129","mInv14","~~","mInv14",0,0.130990044940253,0.0151486067407845,8.64700280241543,0,0.101299321312354,0.160680768568151,0.130990044940253,0.665782497294712,0.665782497294712
"130","mInv10","~~","mInv10",0,0.192038994350277,0.0219970437697609,8.73021831298399,0,0.148925580795194,0.235152407905359,0.192038994350277,0.783744732530587,0.783744732530587
"131","Exot3","~~","Exot3",0,0.139661223220224,0.0163387018753889,8.54787756612392,0,0.107637955990324,0.171684490450123,0.139661223220224,0.564584313485865,0.564584313485865
"132","Exot29","~~","Exot29",0,0.144755287696079,0.0168498436840365,8.59089795789736,0,0.111730200930238,0.177780374461921,0.144755287696079,0.604456012631614,0.604456012631614
"133","Exot45","~~","Exot45",0,0.153914770818647,0.0178927365550939,8.60208109277888,0,0.1188456515858,0.188983890051494,0.153914770818647,0.615760893207289,0.615760893207289
"134","Exot35","~~","Exot35",0,0.136849833063262,0.0159654414232518,8.57162852158643,0,0.105558142876405,0.16814152325012,0.136849833063262,0.585921449466726,0.585921449466726
"135","Exot42","~~","Exot42",0,0.16648526760499,0.0192330231383879,8.65621937888155,0,0.128789234939925,0.204181300270056,0.16648526760499,0.677068031489977,0.677068031489977
"136","Exot23","~~","Exot23",0,0.161013374408217,0.0185140180385601,8.69683577453939,0,0.124726565843514,0.19730018297292,0.161013374408217,0.731732235198053,0.731732235198053
"137","Exot13","~~","Exot13",0,0.171827724403745,0.0196749268083012,8.73333487224197,0,0.133265576461013,0.210389872346477,0.171827724403745,0.788980738324379,0.788980738324379
"138","Exot20","~~","Exot20",0,0.191576919620697,0.021937443842145,8.73287339214291,0,0.148580319777223,0.234573519464171,0.191576919620697,0.788201012927477,0.788201012927477
"139","Exot43","~~","Exot43",0,0.154864144009678,0.0177054534544586,8.74669176974285,0,0.120162092908989,0.189566195110367,0.154864144009678,0.812237474739824,0.812237474739824
"140","mEnv37","~~","mEnv37",0,0.138468245769896,0.0161043192367309,8.59820547111831,0,0.106904360070368,0.170032131469424,0.138468245769896,0.611795471968674,0.611795471968674
"141","mEnv24","~~","mEnv24",0,0.122237095381216,0.0144499401624753,8.45934958946408,0,0.0939157330840055,0.150558457678426,0.122237095381216,0.497115854309441,0.497115854309441
"142","mEnv19","~~","mEnv19",0,0.13562826588442,0.0159029775433904,8.52848251306181,0,0.104459002652425,0.166797529116414,0.13562826588442,0.548280549192508,0.548280549192508
"143","mEnv28","~~","mEnv28",0,0.178466835930251,0.0205378105805753,8.68967192145814,0,0.138213466871018,0.218720204989484,0.178466835930251,0.721458059189796,0.721458059189796
"144","mEnv18","~~","mEnv18",0,0.159331394758783,0.0184787555936211,8.62240933657811,0,0.123113699316168,0.195549090201399,0.159331394758783,0.637432398334064,0.637432398334064
"145","mEnv41","~~","mEnv41",0,0.172262186733909,0.0198658002219096,8.67129362067806,0,0.133325933774899,0.21119843969292,0.172262186733909,0.696374948963256,0.696374948963256
"146","mEnv12","~~","mEnv12",0,0.187818350785096,0.0215539629687709,8.71386626474316,0,0.145573359642195,0.230063341927997,0.187818350785096,0.757373598848703,0.757373598848703
"147","mWork25","~~","mWork25",0,0.149263462126703,0.0173767598919582,8.58983280282194,0,0.115205638570465,0.183321285682942,0.149263462126703,0.603400891174637,0.603400891174637
"148","mWork15","~~","mWork15",0,0.127609331753227,0.0149583415860409,8.53098126013593,0,0.098291520976139,0.156927142530315,0.127609331753227,0.550327954320913,0.550327954320913
"149","mWork1","~~","mWork1",0,0.158338396545709,0.0183641886004518,8.62212864345193,0,0.122345248283523,0.194331544807896,0.158338396545709,0.637122768201704,0.637122768201704
"150","mWork16","~~","mWork16",0,0.180878162589925,0.0208110316158076,8.69145585519817,0,0.140089290141818,0.221667035038033,0.180878162589925,0.723989430554642,0.723989430554642
"151","mWork44","~~","mWork44",0,0.174714269295102,0.0201279556316671,8.68017957175072,0,0.135264201174614,0.21416433741559,0.174714269295102,0.708281029679924,0.708281029679924
"152","cmi1","~~","cmi1",0,0.796326189188951,0.0926191805212146,8.59785397266122,0,0.614795931089757,0.977856447288145,0.796326189188951,0.512371424188443,0.512371424188443
"153","cmi2","~~","cmi2",0,0.760229358007687,0.0877887389124149,8.65975941135403,0,0.588166591491164,0.93229212452421,0.760229358007687,0.591234417938535,0.591234417938535
"154","cmi3","~~","cmi3",0,0.614209226416526,0.0715010612678505,8.59021132729252,0,0.474069721475147,0.754348731357904,0.614209226416526,0.507395597528179,0.507395597528179
"155","cmi4","~~","cmi4",0,0.71803237137281,0.0831403158614104,8.63639215142896,0,0.555080346621161,0.880984396124458,0.71803237137281,0.560136026820753,0.560136026820753
"156","cmi5","~~","cmi5",0,0.796153143118352,0.0919072905987992,8.66256787607614,0,0.616018163628049,0.976288122608655,0.796153143118352,0.595206211583967,0.595206211583967
"157","cmi6","~~","cmi6",0,0.68033446285016,0.0786354274754522,8.6517551273253,0,0.526211857089363,0.834457068610958,0.68033446285016,0.580200115277453,0.580200115277453
"158","cmi7","~~","cmi7",0,0.853333190191717,0.0985460233737556,8.65923515711313,0,0.660186533559514,1.04647984682392,0.853333190191717,0.590498872467962,0.590498872467962
"159","cmi8","~~","cmi8",0,0.821170493980035,0.0952367959930979,8.62240781430266,0,0.634509803830575,1.0078311841295,0.821170493980035,0.543042679073674,0.543042679073674
