"ID","church","Gender","Age","Education","Attendance","Homogeneity","ATSS","Female0"
24,"B",-0.950906111327931,67.9855973732751,3.75272266878281,7.41370541758835,1.16913978607394,3.76889231140801,0
25,"B",1.30205637970008,9.12109738216735,1.40182952256873,6.047802667059,1.16913978607394,4.0418645864946,1
26,"B",-1.04052023893222,93.2371596218343,5.87854920526966,7.15787812050432,1.16913978607394,5.42408982974122,0
27,"B",1.11493838817812,47.7978748210496,3.89776574387681,9.6875178033486,1.16913978607394,3.83556543016647,1
28,"B",0.0374943640828131,7.16917310276302,2.75537888359744,5.97251195773482,1.16913978607394,2.66577220379089,0
29,"B",-0.180694088172168,42.506777823912,1.86590325783938,9.7619051586464,1.16913978607394,2.85028305081434,0
30,"B",-1.00654546045698,70.843091542176,2.80895609927829,9.68934522710741,1.16913978607394,2.89822016869129,0
31,"C",-0.211451343391091,86.1530586524727,0.71701780941803,6.98401445124298,1.22482725157402,1.78528995586005,0
32,"C",-0.717911785626784,23.0991534014279,6.28536398164462,6.15103329613805,1.22482725157402,1.6775131409662,0
33,"C",-0.409588085524738,30.58033612689,7.98756533178035,7.37235669620335,1.22482725157402,4.1275929325354,0
34,"C",0.15315019284375,48.2960285243625,5.18860031054355,6.02354866161942,1.22482725157402,2.97913455972925,0
35,"C",-0.919334926875308,62.5377913522581,4.55252676850185,8.95791376493871,1.22482725157402,4.58405500205687,0
36,"C",0.389337292863056,89.0067480468378,3.82057343923487,8.57039459649473,1.22482725157402,1.67704857086666,0
37,"C",1.35526382900774,58.7397344088624,0.839518754300661,6.2367891312018,1.22482725157402,3.47690083567283,1
38,"C",1.32785509490408,74.5059924766608,5.09040975176264,6.78452689561993,1.22482725157402,2.93276708933133,1
39,"C",-0.855311858719215,27.0348258497869,4.65158949984703,6.45820607557893,1.22482725157402,3.26961076443781,0
40,"C",0.510515033658594,61.1361896168999,5.16593062737957,7.02820854019374,1.22482725157402,2.20854925612355,0
41,"C",0.178967054784298,76.2098947525839,3.71477084146813,6.12310198549181,1.22482725157402,3.05537306293572,0
42,"C",0.825339858839288,10.9901874747453,0.0987445698911324,6.59701775476337,1.22482725157402,4.11663595949112,0
43,"C",0.590660435240715,44.9557976075308,6.24226542341989,8.68943521860987,1.22482725157402,3.05724693317583,0
44,"C",1.4240391019918,73.4631744004064,0.0105764494976029,5.82667114235461,1.22482725157402,2.95305129333981,1
45,"C",0.606410750607028,16.0760236893734,4.7876628344832,7.28091311700642,1.22482725157402,2.04000708538387,0
46,"D",-0.621871512979269,32.5299210138433,4.78723717407324,6.63121496226639,1.17867171913385,1.62988211688583,0
47,"D",0.559451439445838,59.3326962369471,8.23206285397522,5.12385290648788,1.17867171913385,1.11188256240702,0
48,"D",-0.100220601381734,65.0092565148999,7.04272732417099,5.66327831283212,1.17867171913385,2.42514791004262,0
49,"D",0.209625062346458,64.2097209739429,5.3400150038721,6.88102565906942,1.17867171913385,3.7147390367894,0
50,"D",1.00492499472573,36.6158114934643,7.64982905552723,8.41158942487091,1.17867171913385,1.65038992119172,1
51,"D",-0.790952453566715,80.5348124211282,4.64233827462886,9.57564917109907,1.17867171913385,1.38791070687495,0
52,"D",-1.01971405794844,91.4929954450322,4.94593376099132,9.56230899523944,1.17867171913385,0.882183464489081,0
53,"D",0.169199050590396,35.4439249457046,4.67974853963591,8.08971892513335,1.17867171913385,3.79062103157503,0
54,"D",0.0733125602733342,37.2861457685847,6.59952773714438,9.76148243334145,1.17867171913385,2.92051531352264,0
55,"D",1.28918870868161,84.2091362755094,1.03395272943657,9.37727668620646,1.17867171913385,2.44031596913573,1
56,"D",1.49408840067685,83.0866614819435,5.78951562324073,6.09204658262432,1.17867171913385,4.10271584585139,1
57,"D",1.51455390124582,73.769464698683,4.73591999122873,5.69254132214934,1.17867171913385,2.78665188743036,1
58,"D",0.51011150766164,59.2681140697538,3.6520929503208,10.1997530433536,1.17867171913385,3.56000624421632,0
59,"D",0.732907880228013,43.6284060867177,1.19656668664422,9.69011653587222,1.17867171913385,3.75145233146654,0
60,"D",0.0657059802673756,22.3065571027063,7.40631599330809,10.085274297297,1.17867171913385,3.16262915208656,0
61,"E",1.36202617031522,6.90668588753324,8.07991685061716,7.95169349003583,1.31726212261245,1.70172573175774,1
62,"E",1.32242694839835,79.5554117760225,2.40654198052827,5.81277172602713,1.31726212261245,3.66250865850969,1
63,"E",-0.10649813327007,69.2787491417816,6.67655324161984,8.2603789512068,1.31726212261245,4.28349907639699,0
64,"E",1.17052164943889,11.5330876732641,7.74771608610638,7.52649705003947,1.31726212261245,3.57366783802975,1
65,"E",-0.769652894567698,50.6637535291025,2.36099815049674,8.53610596131533,1.31726212261245,3.90619400251868,0
66,"E",0.162604168336838,51.6870372108906,4.21472991858143,10.1858552718908,1.31726212261245,3.36752262704325,0
67,"E",0.951577293295413,65.0440321297129,5.93178630272392,9.87329956706613,1.31726212261245,2.48542496454719,0
68,"E",0.677395276147872,31.6126810509572,0.335726927239448,5.74892798528075,1.31726212261245,2.33457458216743,0
69,"E",1.45982415929437,14.3638798741763,0.206250431737863,10.0790819411352,1.31726212261245,5.33455940549854,1
70,"E",0.507812368385494,72.4598507923516,3.84028038223274,10.32592499841,1.31726212261245,3.66800834872499,0
71,"E",-0.148734112186358,66.6993973340304,5.3258061927231,6.45168249186128,1.31726212261245,3.47743841385363,0
72,"E",-0.683319466747344,40.5778367415909,2.12597629243042,7.14100394058973,1.31726212261245,2.21778789076397,0
73,"E",0.277621661107987,17.392102962418,4.57882330787368,7.18771329563111,1.31726212261245,4.24008088941274,0
74,"E",-0.83529783975333,16.6478722984111,4.46435382222757,5.50119888193905,1.31726212261245,3.64227225324636,0
75,"E",-0.507228032937273,26.9064559387974,8.37082093637902,9.48268719248474,1.31726212261245,3.42417857669334,0
76,"F",1.11303749904968,19.7642481096881,4.70386787601281,7.42458444193006,0.927000790657476,2.10640884845728,1
77,"F",0.823592388322577,62.5619987668167,4.15744404308964,6.57249396201223,0.927000790657476,3.05750229377383,0
78,"F",0.888026627637446,47.657834510745,4.28348516545258,9.23826984714717,0.927000790657476,4.33975931764046,0
79,"F",1.57678943777457,18.0431635835907,3.0703482519323,5.68439652144909,0.927000790657476,3.27693272819789,1
80,"F",1.28076820715331,56.3735834824108,5.78695873373654,7.38319260369986,0.927000790657476,3.47510177278873,1
81,"F",-0.149079875666648,66.1029833218502,7.19760846143123,6.51422526512295,0.927000790657476,5.66723970969981,0
82,"F",1.00069835187867,83.2587688427023,2.84731842782814,9.90192187700421,0.927000790657476,4.86845648737136,1
83,"F",-0.14086708130315,83.6889647261426,1.75614357770886,7.4746122610569,0.927000790657476,2.45114241099006,0
84,"F",1.60354462075047,92.6791630972899,1.77989822917152,5.78770992483944,0.927000790657476,3.61813545936417,1
85,"F",-0.994424068918452,91.8388215633249,4.47730624191463,6.92568693753332,0.927000790657476,3.37326422269862,0
86,"F",1.54334607226774,38.6053474908206,5.41628484436311,8.33089825846255,0.927000790657476,4.08603812316711,1
87,"F",0.321257592728361,72.4740266839764,0.276725908122025,6.97328521531075,0.927000790657476,2.4803376047152,0
88,"F",0.152007289668545,40.7301145414682,0.448853602702729,6.07622617702931,0.927000790657476,5.16633194864183,0
89,"F",0.886148382248357,23.8272605643584,6.63052607894875,7.55917671252042,0.927000790657476,2.80316528210548,0
90,"F",-0.149991100942716,68.018809604235,2.78285808482207,7.27332817267627,0.927000790657476,3.44024305537054,0
91,"G",-0.862008800059557,46.1829311600677,0.930516877532937,5.50366098742932,0.708059440487996,3.78139389029631,0
92,"G",-0.659203672911972,48.0834029222024,4.52512698748615,7.18036143034697,0.708059440487996,5.7935843365405,0
93,"G",-0.891628518560901,15.2901350830845,0.20119647001382,7.79350088912994,0.708059440487996,4.54922355404502,0
94,"G",0.620203961096704,89.4916845688201,6.24670470187906,7.20845646649599,0.708059440487996,5.81263529806319,0
95,"G",-0.450579670891166,70.0916043065745,4.00954973128159,6.1570576794073,0.708059440487996,3.75949913506277,0
96,"G",-0.5970609110035,36.4371038124035,2.86665308268741,8.20601652640849,0.708059440487996,4.59347175023652,0
97,"G",1.18694478981197,35.8785033476329,1.24018708015792,8.46692135479301,0.708059440487996,3.75199594598464,1
98,"G",-0.956967089204118,63.6881426683674,0.180508561371826,6.32652798518539,0.708059440487996,3.47677956200616,0
99,"G",-0.360680924393237,77.8445350782643,2.75206066117622,7.60377277173102,0.708059440487996,3.61496718872359,0
100,"G",-0.73283756993711,60.4009087489708,1.69454387892969,5.59058594509959,0.708059440487996,6.45400286378748,0
101,"G",-0.151821154886857,52.7990443930053,5.69284544932656,6.58015495736152,0.708059440487996,3.56417571126021,0
102,"G",0.918682818533852,10.3961308012973,3.45745940236375,8.16628187827766,0.708059440487996,4.01953586970561,0
103,"G",-0.958174266489223,46.9411476806761,1.38216624886729,6.22832274470478,0.708059440487996,4.8180243486707,0
104,"G",0.773522562393918,82.31969324657,0.602734263972379,6.79640359308571,0.708059440487996,5.11155368824613,0
105,"G",-0.717160024018958,49.3227882439294,4.51052027557511,7.27959563203156,0.708059440487996,4.48747574622738,0
106,"H",0.88580536336638,44.4237163479417,6.9283129146276,9.7717754900083,0.818676113178954,4.94245591188604,0
107,"H",-0.612990509495139,36.3522661402472,3.38126831827685,5.47225754570216,0.818676113178954,3.37045184828658,0
108,"H",-0.91589264087379,37.5195308586117,1.6057691472955,5.12901268102229,0.818676113178954,1.19746864253585,0
109,"H",0.412900345418602,81.802157213476,5.85217400798108,5.40273485310376,0.818676113178954,1.60951376847229,0
110,"H",-0.338175849262625,73.6841161788139,7.15888245647773,8.33133693207055,0.818676113178954,5.8276105117795,0
111,"H",0.0830620212387292,30.4053801555955,6.14715542917606,8.1077323397994,0.818676113178954,3.95899109070855,0
112,"H",0.271004749452695,76.2924810525845,4.188022296899,9.60277775336057,0.818676113178954,4.55833526343695,0
113,"H",-0.964469940615818,48.1381493459246,7.26645721417386,6.80316917475313,0.818676113178954,3.40430126686072,0
114,"H",0.605637052133679,79.6273616554565,1.72178208157886,7.56978371337056,0.818676113178954,4.56074708072058,0
115,"H",-0.0289810222666713,57.7894592741248,2.07639841216151,6.27715532746166,0.818676113178954,2.89384749181394,0
116,"H",-0.818002083553001,55.3065912767546,1.81359867024701,5.91847767852247,0.818676113178954,2.91356812900013,0
117,"H",0.606955960467457,38.5240634267475,5.33995256485418,8.33827529583126,0.818676113178954,3.48273490070548,0
118,"H",0.716460386766121,34.862076082225,4.73998362903949,5.56896263517439,0.818676113178954,2.99476513418339,0
119,"H",-0.662797369360924,21.9112254247442,4.61672505436465,10.2027713663504,0.818676113178954,3.80135598833481,0
120,"H",-0.779614754412323,91.5951105580223,2.91932010968216,7.70049762170762,0.818676113178954,3.70391278249427,0
121,"I",1.08145547757857,46.4010581834661,0.707337785982527,9.32633593522012,1.28196569366381,2.64498342762595,1
122,"I",0.211757308710366,65.4231011363468,6.47009629961103,8.64030634876341,1.28196569366381,1.41214124055894,0
123,"I",-0.617971617421135,77.553087474748,7.29211679046974,6.94702159583569,1.28196569366381,2.86718094097296,0
124,"I",0.144102227045223,90.7765687036305,5.01104162491858,7.25197036825121,1.28196569366381,4.76224331915014,0
125,"I",0.591576023856178,24.7743903943687,1.82910369129851,5.13953598678112,1.28196569366381,0.684373661276549,0
126,"I",0.986569017739966,59.1873248422961,3.13894442595541,6.61167505908757,1.28196569366381,2.13410569197545,0
127,"I",-0.160070885978639,47.3482725097006,6.46092792196199,5.7309741422534,1.28196569366381,2.69804084639436,0
128,"I",1.479560405761,69.9122119575785,7.21530316776596,10.1652781463042,1.28196569366381,4.71419332035698,1
129,"I",1.18177343900315,43.3302236167179,6.41966533362866,8.8320992815122,1.28196569366381,3.23286949661354,1
130,"I",-0.147724646870047,82.241092670951,5.98854152042884,8.13714135482907,1.28196569366381,3.08332528473831,0
131,"I",-0.533550510806963,13.4699555932754,5.25981577566359,5.4056992213428,1.28196569366381,3.29449174393158,0
132,"I",0.820954936658963,60.3281087332242,3.99971223049331,5.57174859583378,1.28196569366381,1.94797222668497,0
133,"I",-0.419048843793571,64.921093484466,4.27738745239098,8.26499573230744,1.28196569366381,3.14537976830269,0
134,"I",0.742632261952385,37.581538152073,3.50524903380778,5.1811931977421,1.28196569366381,2.73331776357037,0
135,"I",-0.372751213451848,29.8100327147287,4.59595300205983,7.72316196992993,1.28196569366381,1.3611041981657,0
136,"J",0.833181206425652,29.4434054308268,1.49420232255477,5.24644304577261,1.1386764510069,1.70037424467522,0
137,"J",0.489853498339653,72.6175829986925,7.27786417017225,9.94120099719614,1.1386764510069,2.46966108706608,0
138,"J",-1.07195022919215,27.5517728944938,7.6696682118997,7.82980433724821,1.1386764510069,2.97958025481234,0
139,"J",1.28855592165142,51.3593190530944,5.23780916654505,7.88711507871747,1.1386764510069,1.67263989012879,1
140,"J",0.127246530009433,36.8883766149217,7.48752889678348,9.00994716461748,1.1386764510069,3.9319856836942,0
141,"J",0.482598602203652,19.2299500056915,5.49173136990052,10.2493516609818,1.1386764510069,3.86361262530639,0
142,"J",0.541776239797473,12.2327674585651,3.99757903756108,7.00781829975545,1.1386764510069,3.80856669754114,0
143,"J",-0.566904519107193,80.7483400021493,6.57198439700995,10.1856509521604,1.1386764510069,4.70737628479319,0
144,"J",1.15103192457929,58.9873543219455,0.547044317093678,5.42198070660234,1.1386764510069,3.85213058194744,1
145,"J",0.873595888279378,24.6643048511329,0.638719373513013,8.05552609041333,1.1386764510069,4.52005043055307,0
146,"J",0.960978644602,7.01714392304421,6.99992729295977,6.30892046239227,1.1386764510069,3.41919211818306,0
147,"J",-0.956212958283722,41.6827419630904,7.40217848800588,9.69461232967675,1.1386764510069,3.40235353074929,0
148,"J",1.224866894437,7.97799314506818,5.67464021405205,5.76572454553098,1.1386764510069,4.03228625015278,1
149,"J",-0.358842022316531,78.0833952506632,5.23224798702635,5.48074756022543,1.1386764510069,4.89859193998853,0
150,"J",0.345206016832962,83.4562900114362,5.98451319033746,9.83940510932356,1.1386764510069,2.81360875602161,0
151,"K",-0.0596454199682923,45.6485664857575,1.01836210120004,5.56777988895774,1.36935851927847,1.64783181421037,0
152,"K",1.47943457193673,32.1882459457172,8.44185892530251,10.0110732555017,1.36935851927847,2.75310289565927,1
153,"K",-0.81038258317858,29.5816144667659,8.30005907647312,10.0254447012767,1.36935851927847,2.13329963711715,0
154,"K",-0.0589470517542214,86.7975514847972,7.63516068855766,6.72680700451136,1.36935851927847,2.33198418720416,0
155,"K",1.19993434130214,31.8794876365806,8.41974239837844,9.43669475749135,1.36935851927847,0.918705586857326,1
156,"K",-0.505176170980558,80.957095298348,0.0603044501133263,6.63158644352108,1.36935851927847,2.85997785412739,0
157,"K",0.910633569071069,53.9773671167623,4.48094910231885,8.40602386787534,1.36935851927847,1.76812605467316,0
158,"K",1.00480904428288,48.5100114846253,8.05145696542226,6.00692781668156,1.36935851927847,1.38069666352141,1
159,"K",1.06538631263189,16.4410147857806,8.0684295722656,5.46617981620133,1.36935851927847,2.99802839267685,1
160,"K",-1.03247945589013,60.2678288864391,5.90259537144564,9.19096909195185,1.36935851927847,4.1087417214616,0
161,"K",0.41526316053234,17.2182730234973,5.21621660420671,5.43986036598682,1.36935851927847,2.5395890103165,0
162,"K",-0.885169513523579,27.8630756033142,3.24730682845227,8.9046510047093,1.36935851927847,3.26730520056511,0
163,"K",1.2280319509469,47.3430459048948,5.44760621683672,5.78398733790964,1.36935851927847,4.49047868868623,1
164,"K",0.399800641136244,80.2744395874301,0.478007906530984,5.30971708677709,1.36935851927847,0.951845359804312,0
165,"K",1.54043487921357,82.5730541566131,5.90374419698026,8.59208378951997,1.36935851927847,2.53380792762901,1
166,"L",1.34786856957711,18.0031934269075,7.13712296987884,8.29563357189298,1.3970683724992,3.5712060715227,1
167,"L",0.665088135516271,71.7729275332182,5.7551690893108,5.57369888164103,1.3970683724992,1.73064985854171,0
168,"L",1.39507310426794,21.4452201107051,4.20258622983936,6.61606271717697,1.3970683724992,2.93796856658902,1
169,"L",1.44193758509122,45.9730244500353,0.455745689221658,8.45411673974246,1.3970683724992,1.88904073054649,1
170,"L",-0.5554066481255,34.3168748282595,0.302282054959796,6.55569134600461,1.3970683724992,2.18202794831931,0
171,"L",0.231005872637033,40.6068683650019,0.198547811955214,8.75773968853056,1.3970683724992,2.2758686112251,0
172,"L",-0.468403355171904,38.7247052113409,3.59724873805884,8.18308623380959,1.3970683724992,4.53943438446975,0
173,"L",-0.452874113954604,77.6662405690737,6.55269571605139,6.90916184879839,1.3970683724992,2.14396940962079,0
174,"L",0.825463606100529,46.9162918981514,4.65242478889413,7.08983217094094,1.3970683724992,2.28117826163644,0
175,"L",-0.319739527711645,45.1885205184924,1.63127877067309,6.88307979140431,1.3970683724992,3.72112455572812,0
176,"L",1.54719457745552,87.8959397618496,5.18995508497115,9.71366389982402,1.3970683724992,1.76088220388029,1
177,"L",-0.0647578528430315,48.5158616463072,5.68469176727347,8.871922653988,1.3970683724992,3.28784332280073,0
178,"L",1.56199941629544,13.1838884518412,7.19980817272794,6.17592868201435,1.3970683724992,3.02483706373643,1
179,"L",-0.697067081304267,40.6066312337224,4.03424449976999,9.65658739175647,1.3970683724992,4.67383744218419,0
180,"L",-0.233474858794361,93.7615459194617,6.77760098181199,7.53565198943019,1.3970683724992,3.08233581516288,0
181,"M",0.134028683705255,30.8418720670044,2.46756463397294,7.80364181056619,0.808917441004887,4.58337679344797,0
182,"M",-1.08916546667926,24.1421801719489,2.35850282741245,5.60918637238443,0.808917441004887,3.51795381906857,0
183,"M",-1.02432762425393,71.4330109969271,2.52548641478643,10.0728696806356,0.808917441004887,3.98858964305025,0
184,"M",1.06922750103287,85.3219779495057,3.95032827774994,5.81117809925228,0.808917441004887,2.75096463061231,1
185,"M",0.908464105799794,86.7125491387071,3.65310601693578,6.99295737642795,0.808917441004887,3.73643257445939,0
186,"M",-1.06751859293319,52.5240475199162,1.94117666820064,5.92816216722131,0.808917441004887,3.15242968905163,0
187,"M",-0.852810540031642,29.748385589479,5.71802721221466,9.8020591071248,0.808917441004887,4.32899566491636,0
188,"M",0.379354620082304,25.7304061797704,1.58387823128141,8.25826466944069,0.808917441004887,3.9864423228821,0
189,"M",1.41466982990503,67.3294640453137,6.63488851953764,8.34397774539888,0.808917441004887,3.93186040025409,1
190,"M",-0.7017807936389,55.1521441157628,2.54497514130548,6.93793095245957,0.808917441004887,3.33596780170046,0
191,"M",0.256002116389572,8.31492116723908,8.17209831132554,8.57891082558781,0.808917441004887,2.34186643330765,0
192,"M",0.680967515120283,11.4280858775484,6.48631396930665,9.2486340681836,0.808917441004887,2.44810303080117,0
193,"M",-0.271179910739884,56.7946626551007,6.57764995934442,6.49657298184931,0.808917441004887,5.06421448680846,0
194,"M",0.707867594379932,59.443906040336,6.79489317817614,5.4472368144989,0.808917441004887,4.21389345738985,0
195,"M",0.50656775441952,93.2455896887253,3.54902447794564,8.00561417154968,0.808917441004887,4.42259350470106,0
196,"N",-0.744642321197316,58.414200339946,8.03647329707164,9.17239829067141,0.686170920105651,2.60136340948619,0
197,"N",-0.355517791314051,35.6367941572913,3.32682932438795,7.65672117102891,0.686170920105651,3.11256903634284,0
198,"N",0.425249941535294,73.9924763494008,0.893801429048181,7.22690061319619,0.686170920105651,2.42696406454322,0
199,"N",0.760206617051735,55.2202142170211,6.11165975652169,8.11006592825055,0.686170920105651,3.53866128456032,0
200,"N",0.852401108546182,7.4894975964888,5.96392153536435,5.55185806110501,0.686170920105651,1.45624378585931,0
201,"N",-0.994106156909838,16.0334024738381,3.38178293050267,7.9418413566798,0.686170920105651,4.13417073322158,0
202,"N",0.613931307280436,70.0078615001519,3.4354109676322,8.38702177029103,0.686170920105651,5.61088655214041,0
203,"N",0.101089870603755,13.3195524158748,6.53861063654535,6.17686988636851,0.686170920105651,3.41564522771275,0
204,"N",-0.697960199685767,53.617388430899,5.71736233782023,7.35673236880451,0.686170920105651,3.88829763521068,0
205,"N",-0.904132782528177,53.0016549925879,2.28299289374147,5.66893232002854,0.686170920105651,3.98595166808013,0
206,"N",1.54487809535116,7.62505058283918,1.18238950372674,8.38716582749039,0.686170920105651,1.95551469199344,1
207,"N",0.0158198187965899,67.1861003322853,1.10561395032797,5.23718257196248,0.686170920105651,1.53486429168477,0
208,"N",-0.103193639470264,45.7972428072221,4.70557497125119,9.57593647044152,0.686170920105651,-1.23274601140289,0
209,"N",0.90805683851242,59.8187582820444,5.63321854105219,9.78800729863346,0.686170920105651,5.23986590446981,0
210,"N",1.28404541947879,85.3762756347214,7.02891735926271,6.96119149651378,0.686170920105651,0.56322963454154,1
211,"O",1.34654185028747,88.4228949443251,6.63270889375359,6.04161227293313,0.794572128802538,4.39994702946678,1
212,"O",-0.97344903184101,84.0120339619741,6.39872762164101,6.68196188721806,0.794572128802538,4.1882197300365,0
213,"O",1.39928325639106,76.5449208152643,2.21634099813178,6.47699906144291,0.794572128802538,3.85697267871882,1
214,"O",0.298782920883968,20.4039199313056,6.69820758311078,5.79771564159542,0.794572128802538,1.70753948554381,0
215,"O",0.0849822967033831,26.4211597578623,3.77815893286374,10.345968715772,0.794572128802538,3.42927290597431,0
216,"O",0.976403172742575,55.1909606382437,6.05724686966278,6.06071862149984,0.794572128802538,3.49174077859622,0
217,"O",1.60650550639257,14.943839326303,5.11594788526185,7.32057622950524,0.794572128802538,3.47113371693553,1
218,"O",1.28085237076506,62.0223922914173,5.99299350178801,8.05273157350719,0.794572128802538,3.18224504433854,1
219,"O",1.20937184213661,78.0688641815633,5.37068645036314,8.54387911602855,0.794572128802538,4.29516429175867,1
220,"O",1.41281001850031,45.7668079720438,6.9719760339288,9.84047157417983,0.794572128802538,1.89077967565964,1
221,"O",-0.167105128876865,70.2785367009975,7.81006868137512,6.07989858206362,0.794572128802538,3.74897825274018,0
222,"O",-0.272680553123355,38.8823950473475,0.679215158941224,8.4315992430225,0.794572128802538,5.27544209009251,0
223,"O",-0.00430547239258905,91.1192298190645,1.76140782964882,6.05318554941565,0.794572128802538,4.17645952066252,0
224,"O",-0.879465961260721,57.0599595123809,6.30770673797932,8.60002509538084,0.794572128802538,3.85149618187541,0
225,"O",1.12109311551787,57.2306751095108,2.52100137121975,5.70398265786469,0.794572128802538,3.74193490147972,1
